timestamp,flow_rate
2025-09-24 14:00:00,102.03
2025-09-24 15:00:00,99.18
2025-09-24 16:00:00,95.87
2025-09-24 17:00:00,87.08
2025-09-24 18:00:00,89.46
2025-09-24 19:00:00,97.0
2025-09-24 20:00:00,89.86
2025-09-24 21:00:00,96.59
2025-09-24 22:00:00,101.76
2025-09-24 23:00:00,111.18
2025-09-25 00:00:00,105.08
2025-09-25 01:00:00,114.88
2025-09-25 02:00:00,120.26
2025-09-25 03:00:00,123.9
2025-09-25 04:00:00,127.68
2025-09-25 05:00:00,124.03
2025-09-25 06:00:00,126.65
2025-09-25 07:00:00,121.89
2025-09-25 08:00:00,123.68
2025-09-25 09:00:00,122.48
2025-09-25 10:00:00,117.68
2025-09-25 11:00:00,109.5
2025-09-25 12:00:00,109.63
2025-09-25 13:00:00,100.48
2025-09-25 14:00:00,98.74
2025-09-25 15:00:00,88.06
2025-09-25 16:00:00,87.29
2025-09-25 17:00:00,90.77
2025-09-25 18:00:00,88.82
2025-09-25 19:00:00,84.74
2025-09-25 20:00:00,88.89
2025-09-25 21:00:00,91.16
2025-09-25 22:00:00,94.59
2025-09-25 23:00:00,100.33
2025-09-26 00:00:00,102.52
2025-09-26 01:00:00,108.09
2025-09-26 02:00:00,114.07
2025-09-26 03:00:00,112.14
2025-09-26 04:00:00,118.03
2025-09-26 05:00:00,147.54
2025-09-26 06:00:00,140.72
2025-09-26 07:00:00,146.56
2025-09-26 08:00:00,143.1
2025-09-26 09:00:00,110.67
2025-09-26 10:00:00,106.15
2025-09-26 11:00:00,102.95
2025-09-26 12:00:00,102.72
2025-09-26 13:00:00,92.5
2025-09-26 14:00:00,87.29
2025-09-26 15:00:00,83.4
2025-09-26 16:00:00,83.95
2025-09-26 17:00:00,79.67
2025-09-26 18:00:00,78.84
2025-09-26 19:00:00,78.7
2025-09-26 20:00:00,85.43
2025-09-26 21:00:00,84.07
2025-09-26 22:00:00,82.88
2025-09-26 23:00:00,95.25
2025-09-27 00:00:00,91.33
2025-09-27 01:00:00,90.67
2025-09-27 02:00:00,103.01
2025-09-27 03:00:00,106.83
2025-09-27 04:00:00,112.84
2025-09-27 05:00:00,114.11
2025-09-27 06:00:00,111.62
2025-09-27 07:00:00,114.37
2025-09-27 08:00:00,112.18
2025-09-27 09:00:00,105.69
2025-09-27 10:00:00,100.69
2025-09-27 11:00:00,91.77
2025-09-27 12:00:00,94.0
2025-09-27 13:00:00,79.51
2025-09-27 14:00:00,82.3
2025-09-27 15:00:00,78.23
2025-09-27 16:00:00,68.48
2025-09-27 17:00:00,74.81
2025-09-27 18:00:00,70.61
2025-09-27 19:00:00,71.12
2025-09-27 20:00:00,77.13
2025-09-27 21:00:00,77.36
2025-09-27 22:00:00,78.29
2025-09-27 23:00:00,83.58
2025-09-28 00:00:00,95.07
2025-09-28 01:00:00,97.22
2025-09-28 02:00:00,106.59
2025-09-28 03:00:00,110.75
2025-09-28 04:00:00,106.19
2025-09-28 05:00:00,122.15
2025-09-28 06:00:00,119.31
2025-09-28 07:00:00,118.06
2025-09-28 08:00:00,108.23
2025-09-28 09:00:00,107.24
2025-09-28 10:00:00,102.72
2025-09-28 11:00:00,104.9
2025-09-28 12:00:00,94.61
2025-09-28 13:00:00,80.13
2025-09-28 14:00:00,81.18
2025-09-28 15:00:00,77.32
2025-09-28 16:00:00,84.15
2025-09-28 17:00:00,77.02
2025-09-28 18:00:00,74.29
2025-09-28 19:00:00,79.82
2025-09-28 20:00:00,79.48
2025-09-28 21:00:00,81.22
2025-09-28 22:00:00,88.67
2025-09-28 23:00:00,85.76
2025-09-29 00:00:00,100.76
2025-09-29 01:00:00,106.04
2025-09-29 02:00:00,117.85
2025-09-29 03:00:00,116.57
2025-09-29 04:00:00,120.78
2025-09-29 05:00:00,119.79
2025-09-29 06:00:00,121.74
2025-09-29 07:00:00,128.56
2025-09-29 08:00:00,117.31
2025-09-29 09:00:00,123.5
2025-09-29 10:00:00,113.14
2025-09-29 11:00:00,105.2
2025-09-29 12:00:00,98.85
2025-09-29 13:00:00,99.13
2025-09-29 14:00:00,90.96
2025-09-29 15:00:00,90.09
2025-09-29 16:00:00,82.68
2025-09-29 17:00:00,88.07
2025-09-29 18:00:00,87.14
2025-09-29 19:00:00,78.68
2025-09-29 20:00:00,82.58
2025-09-29 21:00:00,89.73
2025-09-29 22:00:00,93.99
2025-09-29 23:00:00,96.3
2025-09-30 00:00:00,108.0
2025-09-30 01:00:00,115.44
2025-09-30 02:00:00,122.66
2025-09-30 03:00:00,123.89
2025-09-30 04:00:00,122.45
2025-09-30 05:00:00,130.42
2025-09-30 06:00:00,128.2
2025-09-30 07:00:00,130.12
2025-09-30 08:00:00,131.42
2025-09-30 09:00:00,118.97
2025-09-30 10:00:00,120.2
2025-09-30 11:00:00,117.13
2025-09-30 12:00:00,111.49
2025-09-30 13:00:00,97.36
2025-09-30 14:00:00,102.21
2025-09-30 15:00:00,97.53
2025-09-30 16:00:00,94.5
2025-09-30 17:00:00,87.36
2025-09-30 18:00:00,96.59
2025-09-30 19:00:00,91.01
2025-09-30 20:00:00,90.07
2025-09-30 21:00:00,93.19
2025-09-30 22:00:00,103.56
2025-09-30 23:00:00,104.28
2025-10-01 00:00:00,110.93
2025-10-01 01:00:00,120.98
2025-10-01 02:00:00,118.89
2025-10-01 03:00:00,127.37
2025-10-01 04:00:00,126.8
2025-10-01 05:00:00,128.28
2025-10-01 06:00:00,134.43
2025-10-01 07:00:00,133.07
2025-10-01 08:00:00,128.58
2025-10-01 09:00:00,129.27
2025-10-01 10:00:00,124.63
2025-10-01 11:00:00,116.23
2025-10-01 12:00:00,109.01
2025-10-01 13:00:00,108.75
2025-10-01 14:00:00,99.73
2025-10-01 15:00:00,92.4
2025-10-01 16:00:00,94.34
2025-10-01 17:00:00,92.31
2025-10-01 18:00:00,91.07
2025-10-01 19:00:00,97.66
2025-10-01 20:00:00,90.96
2025-10-01 21:00:00,99.15
2025-10-01 22:00:00,105.71
2025-10-01 23:00:00,106.39
2025-10-02 00:00:00,108.45
2025-10-02 01:00:00,114.98
2025-10-02 02:00:00,113.99
2025-10-02 03:00:00,123.3
2025-10-02 04:00:00,124.6
2025-10-02 05:00:00,123.02
2025-10-02 06:00:00,128.89
2025-10-02 07:00:00,124.02
2025-10-02 08:00:00,123.44
2025-10-02 09:00:00,121.45
2025-10-02 10:00:00,112.75
2025-10-02 11:00:00,110.85
2025-10-02 12:00:00,109.92
2025-10-02 13:00:00,104.76
2025-10-02 14:00:00,98.2
2025-10-02 15:00:00,87.46
2025-10-02 16:00:00,88.53
2025-10-02 17:00:00,90.31
2025-10-02 18:00:00,82.53
2025-10-02 19:00:00,91.43
2025-10-02 20:00:00,90.76
2025-10-02 21:00:00,91.47
2025-10-02 22:00:00,96.9
2025-10-02 23:00:00,100.57
2025-10-03 00:00:00,97.96
2025-10-03 01:00:00,104.09
2025-10-03 02:00:00,108.45
2025-10-03 03:00:00,114.13
2025-10-03 04:00:00,119.0
2025-10-03 05:00:00,118.5
2025-10-03 06:00:00,116.27
2025-10-03 07:00:00,112.13
2025-10-03 08:00:00,109.35
2025-10-03 09:00:00,115.39
2025-10-03 10:00:00,108.21
2025-10-03 11:00:00,100.72
2025-10-03 12:00:00,101.45
2025-10-03 13:00:00,92.88
2025-10-03 14:00:00,83.74
2025-10-03 15:00:00,81.72
2025-10-03 16:00:00,77.47
2025-10-03 17:00:00,78.0
2025-10-03 18:00:00,75.72
2025-10-03 19:00:00,74.37
2025-10-03 20:00:00,82.94
2025-10-03 21:00:00,84.82
2025-10-03 22:00:00,85.82
2025-10-03 23:00:00,94.87
2025-10-04 00:00:00,95.07
2025-10-04 01:00:00,98.99
2025-10-04 02:00:00,100.1
2025-10-04 03:00:00,103.19
2025-10-04 04:00:00,111.61
2025-10-04 05:00:00,110.11
2025-10-04 06:00:00,111.52
2025-10-04 07:00:00,117.18
2025-10-04 08:00:00,105.61
2025-10-04 09:00:00,107.24
2025-10-04 10:00:00,103.05
2025-10-04 11:00:00,98.69
2025-10-04 12:00:00,95.98
2025-10-04 13:00:00,86.35
2025-10-04 14:00:00,83.3
2025-10-04 15:00:00,81.14
2025-10-04 16:00:00,79.14
2025-10-04 17:00:00,76.94
2025-10-04 18:00:00,76.3
2025-10-04 19:00:00,72.3
2025-10-04 20:00:00,74.42
2025-10-04 21:00:00,79.08
2025-10-04 22:00:00,84.13
2025-10-04 23:00:00,86.91
2025-10-05 00:00:00,99.66
2025-10-05 01:00:00,98.17
2025-10-05 02:00:00,106.77
2025-10-05 03:00:00,103.97
2025-10-05 04:00:00,107.74
2025-10-05 05:00:00,116.51
